方便	方便	fāngbiàn	convenient	A	Duplicate:Front NPCR_book_2_lesson_24
輛	辆	liàng	(measure word for vehicles)	M	Duplicate:Front NPCR_book_2_lesson_24
涼快	凉快	liángkuai	cool (temperature)	A	Duplicate:Front NPCR_book_2_lesson_24
文化	文化	wénhuà	culture; education; literacy	N	Duplicate:Front NPCR_book_2_lesson_24
完	完	wán	finish; run out of	V	Duplicate:Front NPCR_book_2_lesson_25
送	送	sòng	take someone somewhere; see someone off	V	Duplicate:Front NPCR_book_2_lesson_25
電視	电视	diànshì	television	N	Duplicate:Front NPCR_book_2_lesson_25
自行車	自行车	zìxíngchē	bicycle	N	Duplicate:Front NPCR_book_2_lesson_25
騎	骑	qí	ride (bicycle or horse)	V	Duplicate:Front NPCR_book_2_lesson_25
停	停	tíng	stop; park	V	Duplicate:Front NPCR_book_2_lesson_25
信用卡	信用卡	xìnyòngkǎ	credit card	N	Duplicate:Front NPCR_book_2_lesson_25
菜	菜	cài	dish; vegetable	N	Duplicate:Front NPCR_book_2_lesson_26
中餐	中餐	zhōngcān	Chinese food (meal)	N	Duplicate:Front NPCR_book_2_lesson_26
歷史	历史	lìshǐ	history	N	Duplicate:Front NPCR_book_2_lesson_26
化	化	huà	change; turn	V	Duplicate:Front NPCR_book_2_lesson_26
死	死	sǐ	die	V	Duplicate:Front NPCR_book_2_lesson_26
對	对	duì	to	Prep	Duplicate:Front NPCR_book_2_lesson_26
離開	离开	líkāi	leave; depart from	V	Duplicate:Front NPCR_book_2_lesson_26
準備	准备	zhǔnbèi	preparation/prepare; get ready	N, V	Duplicate:Front NPCR_book_2_lesson_26
入	入	rù	enter	V	Duplicate:Front NPCR_book_3_lesson_27
熱鬧	热闹	rènao	bustling with noise and excitement	A, V	Duplicate:Front NPCR_book_3_lesson_27
聲	声	shēng	sound, voice	N	Duplicate:Front NPCR_book_3_lesson_27
最	最	zuì	most	Adv	Duplicate:Front NPCR_book_3_lesson_27
了解	了解	liǎojǐe	understand; find out	V	Duplicate:Front NPCR_book_3_lesson_27
手	手	shǒu	hand	N	Duplicate:Front NPCR_book_3_lesson_27
正常	正常	zhèngcháng	normal, regular	A	Duplicate:Front NPCR_book_3_lesson_27
西餐	西餐	xīcān	Western-style food	N	Duplicate:Front NPCR_book_3_lesson_27
咖啡館	咖啡馆	kāfēiguǎn	café	N	Duplicate:Front NPCR_book_3_lesson_27
準備	准备	zhǔnbèi	prepare	V	Duplicate:Front NPCR_book_3_lesson_28
輕	轻	qīng	light	A	Duplicate:Front NPCR_book_3_lesson_28
啤酒	啤酒	píjiǔ	beer	N	Duplicate:Front NPCR_book_3_lesson_28
杯	杯	bēi	cup	N	Duplicate:Front NPCR_book_3_lesson_28
收	收	shōu	receive; accept	V	Duplicate:Front NPCR_book_3_lesson_28
驚喜	惊喜	jīngxǐ	pleasant surprise	N	Duplicate:Front NPCR_book_3_lesson_28
春節	春节	chūnjié	Spring Festival; Chinese New Year	PN	Duplicate:Front NPCR_book_3_lesson_28
書法	书法	shūfǎ	calligraphy	N	Duplicate:Front NPCR_book_3_lesson_28
紀念	纪念	jìniàn	commemorate	V	Duplicate:Front NPCR_book_3_lesson_28
字	字	zì	character; handwriting	N	Duplicate:Front NPCR_book_3_lesson_29
書房	书房	shūfáng	study	N	Duplicate:Front NPCR_book_3_lesson_29
長	长	zhǎng	grow	V	Duplicate:Front NPCR_book_3_lesson_29
家	家	jiā	specialist in a certain field	Suf	Duplicate:Front NPCR_book_3_lesson_29
句	句	jù	sentence	M	Duplicate:Front NPCR_book_3_lesson_29
練	练	liàn	practice	V	Duplicate:Front NPCR_book_3_lesson_29
藝術	艺术	yìshù	art	N	Duplicate:Front NPCR_book_3_lesson_29
意思	意思	yìsi	meaning, idea	N	Duplicate:Front NPCR_book_3_lesson_29
書法家	书法家	shūfǎjiā	calligrapher	N	Duplicate:Front NPCR_book_3_lesson_29
舞	舞	wǔ	dance	N	Duplicate:Front NPCR_book_3_lesson_30
跳舞	跳舞	tiàowǔ	dance	VO	Duplicate:Front NPCR_book_3_lesson_30
圍	围	wéi	surround	V	Duplicate:Front NPCR_book_3_lesson_30
老人	老人	lǎorén	senior; eldery man or woman	N	Duplicate:Front NPCR_book_3_lesson_30
跑步	跑步	pǎobù	jog	VO	Duplicate:Front NPCR_book_3_lesson_30
手	手	shǒu	hand	N	Duplicate:Front NPCR_book_3_lesson_30
打	打	dǎ	beat	V	Duplicate:Front NPCR_book_3_lesson_30
病	病	bìng	fall ill/disease	V, N	Duplicate:Front NPCR_book_3_lesson_30
聰明	聪明	cōngming	intelligent, clever	A	Duplicate:Front NPCR_book_3_lesson_30
米	米	mǐ	meter	M	Duplicate:Front NPCR_book_3_lesson_31
平方	平方	píngfāng	square	N	Duplicate:Front NPCR_book_3_lesson_31
包括	包括	bāokuò	include	V	Duplicate:Front NPCR_book_3_lesson_31
公里	公里	gōnglǐ	kilometer	M	Duplicate:Front NPCR_book_3_lesson_31
海	海	hǎi	sea	N	Duplicate:Front NPCR_book_3_lesson_31
杭州	杭州	hángzhōu	Hangzhou (city in China)	PN	Duplicate:Front NPCR_book_3_lesson_31
樹	树	shù	tree	N	Duplicate:Front NPCR_book_3_lesson_31
研究	研究	yánjiū	study; do research	V	Duplicate:Front NPCR_book_3_lesson_31
結婚	结婚	jiéhūn	marry	VO	Duplicate:Front NPCR_book_3_lesson_32
包	包	bāo	bag; sack; satchel	N	Duplicate:Front NPCR_book_3_lesson_32
關心	关心	guānxīn	be concerned with	V	Duplicate:Front NPCR_book_3_lesson_32
照相	照相	zhàoxiàng	take a picture	VO	Duplicate:Front NPCR_book_3_lesson_32
工程師	工程师	gōngchéngshī	engineer	N	Duplicate:Front NPCR_book_3_lesson_32
步	步	bù	step	N	Duplicate:Front NPCR_book_3_lesson_33
研究	研究	yánjiū	study; research	V, N	Duplicate:Front NPCR_book_3_lesson_33
紀念	纪念	jìniàn	commemorate	V	Duplicate:Front NPCR_book_3_lesson_33
教育	教育	jiàoyù	educate/education	V, N	Duplicate:Front NPCR_book_3_lesson_33
腿	腿	tuǐ	leg	N	Duplicate:Front NPCR_book_3_lesson_33
著	着	zháo	(used after a verb as a complement to indicate the result of the action)	V	Duplicate:Front NPCR_book_3_lesson_34
可樂	可乐	kělè	cola, coke, soft drink	N	Duplicate:Front NPCR_book_3_lesson_34
山水	山水	shānshuǐ	mountains and water; landscape	N	Duplicate:Front NPCR_book_3_lesson_34
為	为	wèi	for	Prep	Duplicate:Front NPCR_book_3_lesson_34
將軍	将军	jiāngjūn	general	N	Duplicate:Front NPCR_book_3_lesson_34
血	血	xiě	blood	N	Duplicate:Front NPCR_book_3_lesson_34
掉	掉	diào	fall	V	Duplicate:Front NPCR_book_3_lesson_34
詩	诗	shī	poem	N	Duplicate:Front NPCR_book_3_lesson_34
夜	夜	yè	night	N	Duplicate:Front NPCR_book_3_lesson_34
跟	跟	gēn	follow	V	Duplicate:Front NPCR_book_3_lesson_35
夢	梦	mèng	dream	N	Duplicate:Front NPCR_book_3_lesson_35
管	管	guǎn	to bother about something; to mind	V	Duplicate:Front NPCR_book_3_lesson_35
米	米	mǐ	rice	N	Duplicate:Front NPCR_book_3_lesson_35
經濟	经济	jīngjì	economy	N	Duplicate:Front NPCR_book_3_lesson_35
款	款	kuǎn	money	N	Duplicate:Front NPCR_book_3_lesson_35
亂	乱	luàn	messy, disordered, chaotic	A	Duplicate:Front NPCR_book_3_lesson_35
背	背	bèi	recite from memory	V	Duplicate:Front NPCR_book_3_lesson_36
詩人	诗人	shīrén	poet	N	Duplicate:Front NPCR_book_3_lesson_36
涼快	凉快	liángkuai	cool	A	Duplicate:Front NPCR_book_3_lesson_36
頁	页	yè	page	M	Duplicate:Front NPCR_book_3_lesson_36
動	动	dòng	move	V	Duplicate:Front NPCR_book_3_lesson_36
了	了	liǎo	to end up	V	Duplicate:Front NPCR_book_3_lesson_36
經過	经过	jīngguò	pass; go through	V	Duplicate:Front NPCR_book_3_lesson_36
封	封	fēng	(measure word for letters)	M	Duplicate:Front NPCR_book_3_lesson_36
珍貴	珍贵	zhēnguì	valuable; precious	A	Duplicate:Front NPCR_book_3_lesson_36
請客	请客	qǐngkè	invite someone to dinner (with the intent that they pay)	VO	Duplicate:Front NPCR_book_3_lesson_37
單	单	dān	list	N	Duplicate:Front NPCR_book_3_lesson_37
回	回	huí	(measure word for things or the times of an action)	M	Duplicate:Front NPCR_book_3_lesson_37
餐廳	餐厅	cāntīng	dining hall, dining room	N	Duplicate:Front NPCR_book_3_lesson_37
然後	然后	ránhòu	then; after that	Adv	Duplicate:Front NPCR_book_3_lesson_37
受	受	shòu	receive	V	Duplicate:Front NPCR_book_3_lesson_37
詞典	词典	cídiǎn	dictionary	N	Duplicate:Front NPCR_book_3_lesson_37
挖	挖	wā	dig	V	Duplicate:Front NPCR_book_3_lesson_37
敬	敬	jìng	respect; politely offer	V	Duplicate:Front NPCR_book_3_lesson_37
幸福	幸福	xìngfú	happy	A	Duplicate:Front NPCR_book_3_lesson_38
太太	太太	tàitai	Mrs.; madam	N	Duplicate:Front NPCR_book_3_lesson_38
客人	客人	kèren	guest	N	Duplicate:Front NPCR_book_3_lesson_38
生氣	生气	shēngqì	get angry	VO	Duplicate:Front NPCR_book_3_lesson_38
雙	双	shuāng	pair	M	Duplicate:Front NPCR_book_3_lesson_38
貼	贴	tiē	paste; stick	V	Duplicate:Front NPCR_book_3_lesson_38
口	口	kǒu	mouth	N	Duplicate:Front NPCR_book_3_lesson_38
決定	决定	juédìng	decide; make up one's mind	V	Duplicate:Front NPCR_book_3_lesson_38
對	对	duì	match	V	Duplicate:Front NPCR_book_3_lesson_38
宋代	宋代	sòngdài	Song Dynasty	PN	Duplicate:Front NPCR_book_3_lesson_38
巧	巧	qiǎo	opportune, coincidental, skillful	A	Duplicate:Front NPCR_book_3_lesson_32
敲	敲	qiāo	knock	V	Duplicate:Front NPCR_book_3_lesson_36
寺廟	寺庙	sìmiào	temple	N	Duplicate:Front NPCR_book_3_lesson_36
炒	炒	chǎo	to stir-fry	V	Duplicate:Front NPCR_book_4_lesson_39
畢業	毕业	bìyè	to graduate	VO	Duplicate:Front NPCR_book_4_lesson_39
米飯	米饭	mǐfàn	(cooked) rice	N	Duplicate:Front NPCR_book_4_lesson_39
打工	打工	dǎgōng	to work on odd jobs	VO	Duplicate:Front NPCR_book_4_lesson_39
總是	总是	zǒng(shì)	always	Adv	Duplicate:Front NPCR_book_4_lesson_39
餓	饿	è	hungry	A	Duplicate:Front NPCR_book_4_lesson_39
見面	见面	jiànmiàn	to meet; to see	VO	Duplicate:Front NPCR_book_4_lesson_39
握	握	wò	to hold; to clasp	V	Duplicate:Front NPCR_book_4_lesson_39
突然	突然	tūrán	suddenly; unexpectedly	A	Duplicate:Front NPCR_book_4_lesson_39
回信	回信	huíxìn	to write in reply/a letter in reply	VO, N	Duplicate:Front NPCR_book_4_lesson_39
瘦	瘦	shòu	thin	A	Duplicate:Front NPCR_book_4_lesson_39
丁	丁	dīng	small cubes ("dice") of meat or Vegetable	N	Duplicate:Front NPCR_book_4_lesson_39
天	天	tiān	sky	N	Duplicate:Front NPCR_book_4_lesson_40
女	女	nǚ	woman; female	N	Duplicate:Front NPCR_book_4_lesson_40
男	男	nán	man; male	N	Duplicate:Front NPCR_book_4_lesson_40
競爭	竞争	jìngzhēng	to compete	V	Duplicate:Front NPCR_book_4_lesson_40
照顧	照顾	zhàogù	to look after; to take care of	V	Duplicate:Front NPCR_book_4_lesson_40
雙	双	shuāng	two; both	A	Duplicate:Front NPCR_book_4_lesson_40
激烈	激烈	jīliè	intense; fierce	A	Duplicate:Front NPCR_book_4_lesson_40
官	官	guān	government official	N	Duplicate:Front NPCR_book_4_lesson_41
律師	律师	lǜshī	lawyer	N	Duplicate:Front NPCR_book_4_lesson_41
事務所	事务所	shìwù	work; general affairs	N	Duplicate:Front NPCR_book_4_lesson_41
騙	骗	piàn	to deceive; to fool	V	Duplicate:Front NPCR_book_4_lesson_41
前途	前途	qiántú	the future; prospect	N	Duplicate:Front NPCR_book_4_lesson_41
眼睛	眼睛	yǎnjing	eye	N	Duplicate:Front NPCR_book_4_lesson_41
放	放	fàng	to set off	V	Duplicate:Front NPCR_book_4_lesson_42
手機	手机	shǒujī	mobile phone	N	Duplicate:Front NPCR_book_4_lesson_42
肉	肉	ròu	meat; pork	N	Duplicate:Front NPCR_book_4_lesson_42
健康	健康	jiànkāng	healthy	A	Duplicate:Front NPCR_book_4_lesson_42
萬事如意	万事如意	wàn shì rúyì	realize all one's wishes	IE	Duplicate:Front NPCR_book_4_lesson_42
院子	院子	yuàn(zi)	courtyard	N	Duplicate:Front NPCR_book_4_lesson_42
笑話	笑话	xiàohua	to laugh at somebody/joke	V, N	Duplicate:Front NPCR_book_4_lesson_42
推	推	tuī	to push	V	Duplicate:Front NPCR_book_4_lesson_42
聲	声	shēng	measure word for sounds	M	Duplicate:Front NPCR_book_4_lesson_42
裝	装	zhuāng	to load; to pack	V	Duplicate:Front NPCR_book_4_lesson_42
拍	拍	pāi	to pat	V	Duplicate:Front NPCR_book_4_lesson_42
木頭	木头	mùtou	wood; log	N	Duplicate:Front NPCR_book_4_lesson_42
窮人	穷人	qióngrén	poor person; the poor	N	Duplicate:Front NPCR_book_4_lesson_43
作家	作家	zuòjiā	writer	N	Duplicate:Front NPCR_book_4_lesson_43
節目	节目	jiémù	program	N	Duplicate:Front NPCR_book_4_lesson_43
相聲	相声	xiàngsheng	comic dialoge; crosstalk	N	Duplicate:Front NPCR_book_4_lesson_43
還是	还是	háishi	had better	Adv	Duplicate:Front NPCR_book_4_lesson_43
頭髮	头发	tóufa	(human) hair	N	Duplicate:Front NPCR_book_4_lesson_43
日記	日记	rìjì	diary	N	Duplicate:Front NPCR_book_4_lesson_43
那麼	那么	nàme	then; in that case	Conj	Duplicate:Front NPCR_book_4_lesson_43
老捨	老舍	lǎo shě	Lao She (a well-known modern Chinese writer)	PN	Duplicate:Front NPCR_book_4_lesson_43
時代	时代	shídài	times; era; epoch	N	Duplicate:Front NPCR_book_4_lesson_43
價	价	jià	price	N	Duplicate:Front NPCR_book_4_lesson_44
圓	圆	yuán	round	A	Duplicate:Front NPCR_book_4_lesson_44
熊	熊	xióng	bear	N	Duplicate:Front NPCR_book_4_lesson_44
熊貓	熊猫	xióngmāo	panda	N	Duplicate:Front NPCR_book_4_lesson_44
眼睛	眼睛	yǎnjing	eye	N	Duplicate:Front NPCR_book_4_lesson_44
本	本	běn	capital; principal	N	Duplicate:Front NPCR_book_4_lesson_44
賺	赚	zhuàn	to make a profit; to gain; to earn	V	Duplicate:Front NPCR_book_4_lesson_44
貨	货	huò	goods; commodity	N	Duplicate:Front NPCR_book_4_lesson_44
富	富	fù	rich; wealthy	A	Duplicate:Front NPCR_book_4_lesson_44
阿姨	阿姨	āyí	term of address for any woman of one's mother's generation; auntie	N	Duplicate:Front NPCR_book_4_lesson_44
遍	遍	biàn	all over, everywhere	A	Duplicate:Front NPCR_book_4_lesson_44
直	直	zhí	straight	A	Duplicate:Front NPCR_book_4_lesson_44
